Price,Close,High,Low,Open,Volume
Ticker,MRK,MRK,MRK,MRK,MRK
Date,,,,,
2000-01-03,25.678699493408203,26.058422385756682,25.251511619029568,26.058422385756682,6265782
2000-01-04,24.77686882019043,25.749905082306245,24.587007308579132,25.44138183374878,7894689
2000-01-05,25.749895095825195,26.15335122079869,24.705660982079607,24.705660982079607,7963018
2000-01-06,25.963504791259766,26.272028080469628,25.702444988639073,25.749908475228235,4989004
2000-01-07,28.455429077148438,28.574092342107278,26.43815357284817,26.509353353488578,10871218
2000-01-10,27.62476921081543,28.407945062812505,27.387442827045813,28.384214853320852,6001686
2000-01-11,27.719701766967773,27.98076142091497,27.102655539955936,27.36371215779621,5264418
2000-01-12,28.26556968688965,28.550359707364834,27.885846623480823,27.957043369572478,5229939
2000-01-13,28.38423728942871,28.906353924761067,28.028247432384774,28.407967517677744,5610468
2000-01-14,28.146900177001953,28.83514636898234,27.601047445625305,28.57408663102898,5806130
2000-01-18,26.889062881469727,27.93329859846822,26.794132913762102,27.76717191400671,5554086
2000-01-19,27.150131225585938,27.601050993037134,27.05520122761331,27.24506122355856,4990157
2000-01-20,27.695966720581055,27.790899705747474,27.126383990116185,27.316246924342295,5225642
2000-01-21,27.506113052368164,28.2892891046269,27.17385663735256,28.2892891046269,8309487
2000-01-24,26.67547607421875,27.719712040933665,26.224556342695042,27.719712040933665,5438177
2000-01-25,26.912803649902344,27.3399931780733,26.81787365567819,27.0077336441265,5707513
2000-01-26,27.648500442504883,27.719697138007163,26.817858159814975,26.960254586925956,5614660
2000-01-27,28.146900177001953,28.64528336133085,27.719710686867025,27.767177197806873,8119066
2000-01-28,29.00126838684082,29.78444443771822,28.57408200201813,28.669011972411237,10294504
2000-01-31,29.855653762817383,29.99804724599754,28.31303138209301,28.74021790385025,8390602
2000-02-01,29.16739273071289,29.594579036719526,28.669006682967254,29.38098588371621,5267667
2000-02-02,29.19114112854004,29.760721141430395,28.835151343402245,29.35726787327262,4865550
2000-02-03,28.953821182250977,29.119947964720836,28.621561545093023,28.977551411097302,4059952
2000-02-04,28.502887725830078,29.191136974713725,28.45542424956403,29.191136974713725,4466681
2000-02-07,28.574094772338867,28.645291522926065,28.004511659315,28.194371684953367,4370370
2000-02-08,28.64527702331543,28.811406738739358,28.502880558110235,28.669010273534166,4128282
2000-02-09,27.1026611328125,28.170627144603817,26.912798147077062,28.146896927980993,7259810
2000-02-10,26.200822830200195,26.675472722608248,25.821099880166088,26.580542744126635,7356436
2000-02-11,24.77686882019043,25.868568337306538,24.420879055189545,25.67870834374937,9655643
2000-02-14,25.08539581298828,25.22779234746436,24.302219427532908,24.871802529328516,9361889
2000-02-15,24.919267654418945,25.29899073614165,24.729407631611952,24.96673266012069,6683201
2000-02-16,24.871789932250977,25.51256945868791,24.776859969383338,24.871789932250977,5383995
2000-02-17,24.017414093017578,25.322707825685296,23.96994911478387,25.204044621074278,7269871
2000-02-18,23.542760848999023,24.444599973297738,23.37663266915734,24.08861188395324,6934721
2000-02-22,24.871789932250977,24.871789932250977,23.471564630658598,23.73262430562498,9640971
2000-02-23,23.969953536987305,25.06165430998385,23.969953536987305,25.06165430998385,8099468
2000-02-24,23.542760848999023,24.041145388524082,23.044376309473964,24.041145388524082,9502006
2000-02-25,22.85453224182129,23.352917159910827,22.4748106163323,23.18678885388098,8070962
2000-02-28,23.376644134521484,23.51904065454218,22.78332783119225,22.854526091202597,8895634
2000-02-29,23.376644134521484,23.96996043785072,23.305445874511136,23.708900657164175,8243778
2000-03-01,22.891151428222656,23.558810850426987,22.79577216443853,23.463430061404374,7289574
2000-03-02,22.605016708374023,23.17729545792893,22.605016708374023,22.915001666565765,6167061
2000-03-03,21.93736457824707,22.938851896815336,21.77045002515236,22.915007832224212,10706892
2000-03-06,21.55584144592285,22.03274097764072,21.460462149674882,21.91351609471125,9103138
2000-03-07,20.578201293945312,21.365085940007592,19.839007828135895,21.365085940007592,13544142
2000-03-08,21.675065994262695,21.913515756440773,20.578198003386937,20.578198003386937,12569712
2000-03-09,23.320363998413086,23.511124074391123,22.00889057326726,22.318875506076733,12869650
2000-03-10,22.724252700805664,23.60651684051053,22.509648445961616,23.558827175571803,8712967
2000-03-13,21.746604919433594,22.00889878721027,21.412775805812643,21.508155116778845,9302991
2000-03-14,21.55584144592285,21.651222267409832,21.12663308756798,21.31739320530293,7484082
2000-03-15,22.819629669189453,22.89116492181448,21.388932242885897,21.460467495510922,9626509
2000-03-16,24.798751831054688,25.061047141391295,22.9626907596535,23.058070040554757,15846598
2000-03-17,23.940343856811523,24.798762323851232,23.916499789116745,24.77491825615645,8924139
2000-03-20,23.511125564575195,23.725729710378374,23.01038052404942,23.511125564575195,6412398
2000-03-21,24.39339256286621,24.41723815056294,23.48728463421563,23.51113022191236,5390283
2000-03-22,24.584148406982422,24.774908499614984,24.035715237867162,24.059559296171976,5527362
2000-03-23,23.988025665283203,24.70337491627605,23.868800790117728,24.25032100074281,5059849
2000-03-24,23.5588321685791,24.035731969518565,23.034242692593665,23.98804076923272,7016989
2000-03-27,23.320363998413086,23.487278492929367,22.84346457108733,23.22498319780473,5846268
2000-03-28,23.48728370666504,23.844958356556408,22.795779993637332,22.795779993637332,7956416
2000-03-29,24.417232513427734,24.79875115182181,23.844953793217257,24.011868292842088,7385466
2000-03-30,24.441076278686523,25.15642386315181,24.345695482249504,24.417230698267616,6606173
2000-03-31,23.701887130737305,24.774911046196582,23.701887130737305,24.34570117496508,5934405
2000-04-03,25.46640396118164,25.561783214323135,23.79725787977553,23.79725787977553,8014266
2000-04-04,25.824085235595703,26.610968093923187,24.894131934714828,26.062534956358874,12605134
2000-04-05,26.03868865966797,26.13406793526048,25.537943649710602,25.919463802557996,6547485
2000-04-06,25.01336669921875,25.585647205685802,24.655693479881045,25.561801612618225,6526944
2000-04-07,24.989513397216797,25.442567296172026,24.79875329888449,24.94182375394343,3481875
2000-04-10,25.32333755493164,26.03868664216556,24.822594109011035,24.822594109011035,4936918
2000-04-11,25.68101692199707,25.943312246676314,25.323342311201113,25.347187895349716,5979783
2000-04-12,24.751052856445312,25.847921799350537,24.751052856445312,25.776385077794497,6120425
2000-04-13,25.10873031616211,25.561784071636612,24.8464365986068,24.941815854947208,5105542
2000-04-14,24.250328063964844,25.037211249055765,23.86880774221703,24.774917362438575,6451069
2000-04-17,24.584148406982422,24.703373274222923,23.606505410753595,24.321854614196603,6561633
2000-04-18,25.275653839111328,25.32334348437905,24.417235648575602,24.512614939111042,4821534
2000-04-19,26.324831008911133,26.61096885168844,25.01335598212984,25.180272011608082,8569182
2000-04-20,26.610980987548828,26.80173963639529,26.300997420553593,26.324843014279132,6856016
2000-04-24,27.445547103881836,27.540926399423533,26.610972929555487,26.658664102565336,7771758
2000-04-25,27.660158157348633,27.779383069032683,26.658670729489856,27.44555392641309,7010177
2000-04-26,27.445547103881836,27.540926399423533,26.80173152063888,27.469392690386762,4841131
2000-04-27,27.27863121032715,27.707839568044893,27.016335858176078,27.183251914220765,5916274
2000-04-28,26.515588760375977,26.82557217653019,25.776394017457342,26.56327687414262,8456312
2000-05-01,25.776391983032227,26.539432247849255,25.776391983032227,26.51558666760925,5406632
2000-05-02,26.420217514038086,26.73020102442643,25.537952060658398,25.585643239400465,4705730
2000-05-03,26.06253433227539,26.65865861990875,25.943309474748716,26.324829628929542,4195982
2000-05-04,25.63332748413086,26.181763754661276,25.561793777333712,26.157918168902928,3570012
2000-05-05,26.420217514038086,26.682509845684365,25.466418343023662,25.514107996526548,3832850
2000-05-08,26.658658981323242,26.897105649131863,26.324829985818273,26.682501512769914,4484706
2000-05-09,26.300994873046875,26.730203316617875,26.205615557862057,26.70635772520201,3860203
2000-05-10,25.94330596923828,26.22944375835237,25.46640660357117,26.205601230450583,4449913
2000-05-11,26.03868865966797,26.20560467981288,25.585634812745536,26.03868865966797,4217886
2000-05-12,25.991004943847656,26.300991491440595,25.68102144673295,26.06254170889752,3186863
2000-05-15,26.56328010559082,26.682504980227407,25.752551568157607,26.038692487476535,3349722
2000-05-16,27.087867736816406,27.278626294654035,26.32483045498843,26.56327712704673,5361149
2000-05-17,26.634815216064453,27.230939552439043,26.563278465412928,26.897107483687176,3518450
2000-05-18,26.682497024536133,26.9686378585389,26.61096334127389,26.61096334127389,2987324
2000-05-19,27.636306762695312,27.827065361148676,26.396369771792223,26.396369771792223,7394059
2000-05-22,27.588623046875,28.089365210451245,27.350173235465896,27.469398141170448,6583117
2000-05-23,28.160890579223633,28.160890579223633,27.707833680647898,28.0416657218042,5079970
2000-05-24,28.47087860107422,28.61394906325278,27.970133508688185,28.23242884760257,7496239
2000-05-25,28.494714736938477,28.637782101194368,27.99396981061231,28.303953167135873,4710026
2000-05-26,28.447031021118164,28.757014458706223,28.232426868135846,28.47087660488901,3582798
2000-05-30,28.613941192626953,28.661629299917347,28.11319623797714,28.280112239686083,4554922
2000-05-31,28.58138084411621,28.701068460920236,28.27019426535273,28.413816955663574,2964268
2000-06-01,27.743587493896484,28.796838667346545,27.6717760970575,28.36596416167324,4032390
2000-06-02,26.40308380126953,27.695710191168406,26.35520750218025,27.695710191168406,6516359
2000-06-05,26.498828887939453,26.97757954917239,26.307329848373772,26.427017513682006,4650186
2000-06-06,26.654422760009766,26.881827491137475,26.33126544491377,26.57064078019691,3428951
2000-06-07,27.001510620117188,27.38451170465563,26.762138387388724,26.786073467038776,2805286
2000-06-08,26.546693801879883,27.02544431316154,26.474882450114745,27.0015061751339,2538256
2000-06-09,26.76214027404785,26.90576301134629,26.379139162508856,26.546700043463204,2844377
2000-06-12,26.786081314086914,27.48026926062287,26.73820807844395,26.85789576103012,2731926
2000-06-13,28.12657928466797,28.29414017497574,27.00151403090456,27.049390320888875,4420988
2000-06-14,27.935081481933594,28.461708503452765,27.576021501122153,28.222333141365713,5910196
2000-06-15,27.887197494506836,28.246260399194377,27.767509859610986,27.95900885051716,3930838
2000-06-16,27.193016052246094,28.078702915922225,27.193016052246094,27.79145436377807,11078722
2000-06-19,27.599945068359375,27.863258469222448,27.14513268267835,27.384507944859717,3452741
2000-06-20,27.1451358795166,27.599948318760145,26.929698730645264,27.599948318760145,3641486
2000-06-21,27.743587493896484,27.743587493896484,26.92971172633597,27.09727573538653,4136351
2000-06-22,27.288772583007812,27.69571196436291,27.19302304101821,27.43239842715193,3812414
2000-06-23,27.815380096435547,27.815380096435543,27.384505881895393,27.71963061123969,4701642
2000-06-26,28.43776512145996,28.43776512145996,27.935076341121697,28.054764000139446,5490262
2000-06-27,28.43776512145996,28.67714043949546,28.12657843294124,28.581390924744973,6272699
2000-06-28,28.34201431274414,28.485640109471863,28.174450372842056,28.318076169569782,3317339
2000-06-29,28.383899688720703,28.82076078635518,28.342010240922544,28.65319687052656,5350145
2000-06-30,29.347396850585938,29.389289378262315,28.054770448546922,28.38989842068086,7554822
2000-07-03,29.287546157836914,29.371328131276293,28.868639352958592,29.131952814202965,3079443
2000-07-05,29.56283950805664,29.634650900807276,29.227711509034947,29.443151811925897,4946455
2000-07-06,28.868637084960938,29.34738768149566,28.701076213564775,29.29951445923318,4763894
2000-07-07,28.485652923583984,28.916527445275225,28.318088908304162,28.868651137389616,4085733
2000-07-10,28.677146911621094,28.677146911621094,28.2941457038613,28.43777153956113,4011325
2000-07-11,28.605327606201172,29.060140074746837,28.150515137655507,28.677138973012124,4685503
2000-07-12,28.108623504638672,28.485640848034272,27.695703539028308,28.43776456044424,3869740
2000-07-13,26.474882125854492,28.078694481614132,26.427008912703332,28.078694481614132,8477167
2000-07-14,25.75675392150879,26.618505361880853,25.46950395177101,26.450941475971653,8658262
2000-07-17,25.804641723632812,26.235516105202986,25.565266386689647,25.66101590900315,10876039
2000-07-18,25.421630859375,25.9003813503481,25.301943236631725,25.75675559059264,6944991
2000-07-19,24.990760803222656,25.56526087557731,24.906978840889693,25.349822200075007,6897936
2000-07-20,24.535940170288086,24.942877713081977,24.464127302463616,24.91893958008763,5778043
2000-07-21,24.41625213623047,24.77531340669153,24.129002201166493,24.583814470754575,8120847
2000-07-24,26.64246368408203,26.857900941830437,25.469523249785475,25.56527433302023,14382962
2000-07-25,27.1570987701416,27.528129139936794,26.37912929733713,26.5945663850349,11350783
2000-07-26,26.810020446777344,27.45633518138482,26.714270909659014,27.336647494407085,6114032
2000-07-27,27.707666397094727,27.86325971198887,26.810009123876995,27.097260676233866,4222392
2000-07-28,27.875242233276367,28.00689746472066,27.74358393951277,27.95902116474857,4358527
2000-07-31,27.444355010986328,27.69570090343754,26.929698748802725,27.599948337369526,3916271
2000-08-01,28.377939224243164,28.43778309156795,27.240905745072173,27.240905745072173,4829394
2000-08-02,28.725004196166992,28.820753669144835,28.19837750131299,28.437752714916222,4731091
2000-08-03,28.808801651000977,28.89258364225985,28.533520590281153,28.77289595826695,4532914
2000-08-04,28.270212173461914,28.485649407717002,27.98296048624218,28.389899866083567,3296170
