entry_time,exit_time,side,entry_price,exit_price,pnl_pct,year,month
2020-01-01 03:15:00,2020-01-01 07:30:00,Short,7237.15,7199.88,0.5149817262320047,2020,1
2020-01-01 23:00:00,2020-01-02 08:45:00,Long,7184.68,7154.36,-0.4220090525952529,2020,1
2020-01-02 16:45:00,2020-01-03 02:45:00,Long,7052.32,6956.88,-1.353313519522648,2020,1
2020-01-03 04:30:00,2020-01-03 14:00:00,Short,7243.4,7273.04,-0.40920009940083846,2020,1
2020-01-05 01:15:00,2020-01-05 08:45:00,Short,7460.6,7430.05,0.4094844918639276,2020,1
2020-01-05 21:30:00,2020-01-06 01:45:00,Long,7387.96,7423.5,0.48105295643181556,2020,1
2020-01-06 02:00:00,2020-01-06 13:45:00,Short,7480.5,7528.64,-0.6435398703295279,2020,1
2020-01-06 22:00:00,2020-01-07 09:45:00,Short,7633.36,7856.26,-2.9200771351017187,2020,1
2020-01-07 15:45:00,2020-01-07 16:00:00,Long,7764.59,7852.85,1.1366987825500152,2020,1
2020-01-07 18:15:00,2020-01-07 21:45:00,Short,8039.72,8016.44,0.28956232306598556,2020,1
2020-01-08 00:00:00,2020-01-08 07:45:00,Short,8236.52,8297.26,-0.7374473685488505,2020,1
2020-01-08 16:30:00,2020-01-08 22:45:00,Long,8073.35,8076.13,0.03443428068893019,2020,1
2020-01-09 17:00:00,2020-01-09 19:15:00,Long,7790.21,7853.27,0.809477536549084,2020,1
2020-01-10 12:45:00,2020-01-10 17:30:00,Short,7893.98,7928.3,-0.43476167915298264,2020,1
2020-01-11 17:15:00,2020-01-11 21:45:00,Short,8203.9,8105.0,1.2055242019039683,2020,1
2020-01-13 20:45:00,2020-01-13 22:15:00,Short,8156.84,8109.93,0.5751001613369866,2020,1
2020-01-14 00:30:00,2020-01-14 12:45:00,Short,8235.0,8499.99,-3.2178506375227656,2020,1
2020-01-14 14:00:00,2020-01-14 16:15:00,Short,8625.87,8555.82,0.8120919976767687,2020,1
2020-01-14 18:00:00,2020-01-14 20:45:00,Short,8837.01,8688.19,1.6840537693178996,2020,1
2020-01-16 01:30:00,2020-01-16 05:30:00,Long,8640.28,8699.45,0.6848157698593109,2020,1
2020-01-17 03:00:00,2020-01-17 11:45:00,Short,8806.95,8903.45,-1.0957255349468316,2020,1
2020-01-19 01:00:00,2020-01-19 06:30:00,Short,9118.61,9089.41,0.32022424470397054,2020,1
2020-01-19 11:00:00,2020-01-19 21:00:00,Long,8651.08,8671.92,0.24089477845540844,2020,1
2020-01-20 12:15:00,2020-01-20 14:15:00,Long,8577.5,8626.93,0.5762751384436059,2020,1
2020-01-20 22:30:00,2020-01-20 22:45:00,Short,8735.47,8654.85,0.9229039765461846,2020,1
2020-01-21 19:30:00,2020-01-21 20:00:00,Long,8558.13,8709.61,1.7700128415904106,2020,1
2020-01-22 07:15:00,2020-01-22 07:30:00,Short,8789.95,8721.65,0.7770237600896601,2020,1
2020-01-23 01:45:00,2020-01-23 07:15:00,Long,8599.96,8592.28,-0.08930274094296338,2020,1
2020-01-23 09:15:00,2020-01-23 19:45:00,Long,8459.0,8370.98,-1.0405485281948272,2020,1
2020-01-24 14:00:00,2020-01-24 22:00:00,Short,8470.0,8465.0,0.05903187721369539,2020,1
2020-01-25 00:30:00,2020-01-25 06:15:00,Long,8365.26,8342.03,-0.27769609073716256,2020,1
2020-01-25 21:00:00,2020-01-25 22:45:00,Short,8396.6,8359.79,0.43839172998594056,2020,1
2020-01-26 08:15:00,2020-01-27 05:00:00,Short,8464.22,8632.03,-1.982580793032333,2020,1
2020-01-27 13:30:00,2020-01-28 05:15:00,Short,8767.4,8984.29,-2.4738234824463494,2020,1
2020-01-28 14:15:00,2020-01-28 14:45:00,Short,9178.29,9033.93,1.5728419999803949,2020,1
2020-01-28 23:30:00,2020-01-29 09:45:00,Short,9353.48,9332.48,0.2245153675423479,2020,1
2020-01-30 18:00:00,2020-01-30 23:30:00,Short,9513.19,9478.76,0.36191855728730626,2020,1
2020-01-31 05:45:00,2020-01-31 15:30:00,Long,9345.53,9315.87,-0.3173709784249781,2020,1
2020-01-31 23:00:00,2020-02-01 00:15:00,Short,9414.01,9351.08,0.6684717777015352,2020,1
2020-02-02 02:00:00,2020-02-02 04:45:00,Long,9267.83,9322.33,0.5880556721476333,2020,2
2020-02-02 23:45:00,2020-02-03 00:45:00,Long,9331.51,9411.09,0.852809459562278,2020,2
2020-02-03 01:30:00,2020-02-03 02:00:00,Short,9561.25,9398.12,1.7061576676689678,2020,2
2020-02-04 09:45:00,2020-02-04 15:00:00,Long,9172.16,9225.92,0.5861214806545046,2020,2
2020-02-05 06:00:00,2020-02-05 08:15:00,Short,9292.62,9246.99,0.49103482118068975,2020,2
2020-02-05 10:30:00,2020-02-05 23:30:00,Short,9371.8,9608.71,-2.527902857508695,2020,2
2020-02-06 12:45:00,2020-02-06 17:30:00,Short,9825.22,9745.46,0.8117884383250473,2020,2
2020-02-08 03:00:00,2020-02-08 05:30:00,Long,9688.23,9774.79,0.89345525446858,2020,2
2020-02-08 21:45:00,2020-02-09 13:45:00,Short,9914.67,10098.36,-1.8527091673247877,2020,2
2020-02-10 00:00:00,2020-02-10 02:00:00,Short,10187.0,10090.33,0.948954549916561,2020,2
2020-02-10 05:45:00,2020-02-10 14:30:00,Long,9835.71,9885.47,0.5059116220384723,2020,2
2020-02-11 12:15:00,2020-02-12 08:30:00,Short,9861.85,10256.34,-4.000162241364447,2020,2
2020-02-13 07:00:00,2020-02-13 07:30:00,Short,10488.78,10406.01,0.7891289549404261,2020,2
2020-02-13 08:00:00,2020-02-13 13:00:00,Long,10196.3,10243.77,0.46556103684671074,2020,2
2020-02-15 15:45:00,2020-02-16 02:15:00,Long,9983.18,9974.36,-0.08834860234914836,2020,2
2020-02-16 02:45:00,2020-02-16 05:45:00,Short,10041.53,9955.43,0.8574390556020881,2020,2
2020-02-16 16:15:00,2020-02-16 22:15:00,Long,9782.79,9806.07,0.2379689229759489,2020,2
2020-02-16 23:15:00,2020-02-17 01:45:00,Short,9962.33,9852.83,1.0991404621208092,2020,2
2020-02-17 11:15:00,2020-02-17 15:45:00,Long,9658.99,9633.45,-0.2644168800257486,2020,2
2020-02-18 16:15:00,2020-02-19 04:00:00,Short,9850.02,10105.01,-2.5887257081711486,2020,2
2020-02-19 21:30:00,2020-02-20 06:45:00,Long,9919.66,9619.58,-3.0251036829891342,2020,2
2020-02-21 03:30:00,2020-02-21 07:00:00,Short,9694.87,9654.85,0.41279563315444595,2020,2
2020-02-21 12:15:00,2020-02-21 14:45:00,Short,9754.92,9675.01,0.8191763745884113,2020,2
2020-02-22 06:00:00,2020-02-22 08:15:00,Long,9573.0,9646.63,0.7691423796093095,2020,2
2020-02-23 03:30:00,2020-02-23 10:45:00,Short,9745.49,9852.98,-1.1029717335916387,2020,2
2020-02-23 23:30:00,2020-02-24 01:00:00,Short,9960.47,9894.99,0.6573986970494321,2020,2
2020-02-24 02:30:00,2020-02-24 11:00:00,Long,9740.0,9763.05,0.23665297741272354,2020,2
2020-02-24 17:00:00,2020-02-24 22:15:00,Long,9612.98,9642.38,0.30583648358781185,2020,2
2020-02-25 14:30:00,2020-02-25 21:45:00,Long,9399.38,9389.88,-0.10107049613910705,2020,2
2020-02-26 01:15:00,2020-02-26 06:45:00,Long,9223.35,9215.87,-0.08109851626577722,2020,2
2020-02-26 16:00:00,2020-02-27 03:45:00,Long,8906.07,8739.68,-1.8682763553396664,2020,2
2020-02-27 22:00:00,2020-02-28 00:15:00,Long,8685.0,8867.92,2.10616004605642,2020,2
2020-02-28 09:45:00,2020-02-28 13:15:00,Long,8604.5,8656.48,0.6041025045034524,2020,2
2020-02-29 23:45:00,2020-03-01 01:30:00,Long,8523.61,8605.51,0.9608604804771643,2020,2
2020-03-01 12:00:00,2020-03-01 12:45:00,Short,8706.05,8575.0,1.505275067338222,2020,3
2020-03-02 10:15:00,2020-03-03 00:00:00,Short,8738.0,8840.44,-1.172350652323192,2020,3
2020-03-04 11:45:00,2020-03-04 14:00:00,Long,8717.12,8769.91,0.6055899196064646,2020,3
2020-03-05 00:30:00,2020-03-05 14:45:00,Short,8841.8,9023.01,-2.0494695650207078,2020,3
2020-03-06 15:45:00,2020-03-06 17:15:00,Long,9001.4,9075.65,0.8248716866265249,2020,3
2020-03-07 17:00:00,2020-03-08 11:00:00,Long,8954.96,8737.39,-2.429603258976028,2020,3
2020-03-08 13:15:00,2020-03-09 08:00:00,Long,8648.29,7960.36,-7.954520489021542,2020,3
2020-03-09 15:30:00,2020-03-09 16:30:00,Long,7650.53,7835.56,2.418525252498855,2020,3
2020-03-10 10:30:00,2020-03-10 15:00:00,Short,8027.79,8021.57,0.07748085089420942,2020,3
2020-03-10 15:45:00,2020-03-10 19:30:00,Long,7767.28,7927.26,2.0596656744703483,2020,3
2020-03-11 17:00:00,2020-03-11 18:45:00,Long,7672.68,7792.61,1.5630783507196884,2020,3
2020-03-12 02:00:00,2020-03-13 02:30:00,Long,7645.78,5188.35,-32.14099804074927,2020,3
2020-03-14 23:15:00,2020-03-15 04:30:00,Long,5097.36,5261.95,3.228926346187049,2020,3
2020-03-15 10:15:00,2020-03-15 12:30:00,Short,5402.27,5324.34,1.44254174633997,2020,3
2020-03-15 21:30:00,2020-03-15 22:15:00,Short,5653.21,5400.26,4.4744490298432185,2020,3
2020-03-16 06:00:00,2020-03-16 13:45:00,Long,5020.53,4840.16,-3.5926485849103558,2020,3
2020-03-17 08:00:00,2020-03-17 09:15:00,Short,5402.82,5244.89,2.9231031202223914,2020,3
2020-03-18 06:30:00,2020-03-18 13:15:00,Long,5214.76,5157.84,-1.0915171551519163,2020,3
2020-03-19 09:15:00,2020-03-19 23:45:00,Short,5520.0,6162.37,-11.637137681159418,2020,3
2020-03-20 08:00:00,2020-03-20 13:00:00,Short,6493.64,6552.56,-0.90734934489747,2020,3
2020-03-20 20:00:00,2020-03-20 21:45:00,Long,6074.1,6239.19,2.7179335210154463,2020,3
2020-03-21 09:15:00,2020-03-21 11:45:00,Long,5967.47,6118.72,2.534574953874925,2020,3
2020-03-21 21:00:00,2020-03-21 21:45:00,Short,6412.1,6179.43,3.6286084122206463,2020,3
